ID_CLIENT;BALANCE;NB_PRODUITS;CARTE_CREDIT;SALAIRE;SCORE_CREDIT;CHURN
15635116;0.0;1;Yes;177480.45;659.0;Yes
15624595;124580.69;1;Yes;18785.48;512.0;No
15605286;118803.35;2;Yes;128124.7;565.0;Yes
15746258;101486.96;1;Yes;8788.35;622.0;No
15723717;118334.44;1;No;163147.99;483.0;Yes
15745623;112079.58;1;No;89368.59;788.0;No
15571081;190238.93;1;Yes;57549.65;773.0;No
15807555;0.0;2;Yes;125658.28;535.0;No
15783883;117314.92;1;Yes;122021.33;753.0;Yes
15707132;0.0;2;No;78698.09;465.0;No
15697311;110802.03;1;Yes;50230.31;697.0;Yes
15645511;97403.18;1;Yes;107415.02;727.0;Yes
15625904;74681.9;2;No;31231.35;624.0;No
15755642;0.0;2;Yes;102908.63;667.0;No
15794360;71816.74;2;Yes;105096.82;592.0;Yes
15751084;140170.61;1;Yes;38170.04;712.0;No
15791174;88382.01;1;No;59457.0;540.0;No
15755978;0.0;2;Yes;195209.4;606.0;No
15797197;0.0;2;Yes;64443.75;678.0;No
15667932;0.0;2;Yes;55313.44;758.0;No
15815043;0.0;2;Yes;162012.6;645.0;No
15725639;116270.72;1;Yes;184243.25;793.0;No
15735203;114510.85;1;Yes;126143.23;654.0;No
15634501;140614.15;1;No;174381.23;441.0;No
15643024;138718.92;1;Yes;47251.79;479.0;Yes
15796218;131968.57;2;Yes;147693.92;814.0;No
15737556;81076.8;2;Yes;182627.25;590.0;Yes
15765297;0.0;2;No;34283.23;766.0;No
15659366;105799.32;2;Yes;34888.04;807.0;Yes
15793825;0.0;2;Yes;27150.35;536.0;No
15642160;0.0;2;Yes;16491.64;850.0;No
15766908;114540.38;1;Yes;92568.07;488.0;No
15670266;141792.61;1;Yes;22001.91;499.0;No
15712930;0.0;1;No;123006.91;587.0;No
15614778;0.0;2;Yes;26149.25;579.0;No
15580914;83287.05;2;No;44147.95;478.0;Yes
15595010;0.0;2;No;99924.04;694.0;No
15602405;99167.54;1;Yes;65720.92;703.0;No
15801934;0.0;2;Yes;47117.03;678.0;No
15647546;150679.71;2;No;196226.38;688.0;No
15646720;0.0;3;Yes;85890.75;628.0;Yes
15720508;119558.35;1;No;72927.68;735.0;No
15736399;0.0;2;Yes;177938.52;606.0;No
15730360;0.0;2;Yes;66263.87;502.0;No
15582404;0.0;2;Yes;119381.41;572.0;No
15671014;98765.84;1;Yes;96015.53;573.0;No
15798348;94684.27;1;Yes;50488.91;600.0;No
15622750;114292.48;1;Yes;31520.4;742.0;No
15688973;0.0;2;Yes;83103.46;598.0;No
15806318;124442.38;1;Yes;15068.53;676.0;Yes
15589401;0.0;2;Yes;89216.29;550.0;No
15800554;0.0;2;Yes;59568.24;850.0;No
15650889;133537.1;2;Yes;155593.74;710.0;No
15614187;126935.98;2;No;57995.74;648.0;No
15769783;0.0;1;Yes;807.06;542.0;No
15637599;123070.89;1;Yes;28461.29;510.0;Yes
15728838;148600.91;1;Yes;143397.14;578.0;Yes
15763256;128751.65;2;Yes;189398.18;661.0;Yes
15751531;0.0;2;Yes;161954.43;598.0;No
15814816;91592.06;1;Yes;141210.18;466.0;Yes
15570141;132352.69;1;Yes;80320.3;724.0;No
15642710;0.0;2;Yes;1540.89;686.0;No
15644896;108586.86;1;Yes;182355.21;663.0;No
15639368;110942.9;1;No;172576.56;732.0;No
15596761;113715.36;1;Yes;18424.24;515.0;Yes
15570414;115251.64;1;No;136435.75;618.0;No
15648362;108924.33;2;Yes;84300.4;728.0;Yes
15734609;0.0;2;Yes;7667.48;657.0;No
15810390;0.0;2;No;27509.52;718.0;Yes
15696175;90602.42;2;Yes;51695.41;602.0;No
15677382;107569.96;1;Yes;182336.45;625.0;No
15688637;0.0;2;Yes;183569.25;592.0;No
15603683;146584.19;2;No;125445.8;796.0;No
15776947;0.0;1;Yes;12156.93;637.0;Yes
15707007;0.0;1;Yes;94263.44;743.0;No
15581733;0.0;2;Yes;177703.15;781.0;No
15579207;91184.01;1;Yes;105476.65;545.0;No
15710456;0.0;2;Yes;63495.86;607.0;No
15755178;0.0;3;Yes;191849.15;660.0;Yes
15773447;0.0;1;Yes;36251.0;526.0;No
15648967;169362.43;1;Yes;84760.32;698.0;Yes
15658240;135814.7;2;No;115091.38;;No
15710743;0.0;1;Yes;133831.37;621.0;Yes
15777045;81811.71;1;Yes;164213.53;783.0;Yes
15662021;0.0;2;No;199992.48;685.0;No
15677307;137326.65;1;Yes;186976.6;684.0;No
15764253;160485.16;1;Yes;29023.03;742.0;No
15729908;0.0;1;No;120694.35;411.0;No
15662098;128808.65;3;No;113677.53;650.0;Yes
15638989;190066.54;1;No;51345.39;711.0;Yes
15600258;0.0;2;Yes;165303.79;701.0;No
15636935;0.0;2;Yes;132975.39;797.0;No
15642291;0.0;2;Yes;112239.03;685.0;No
15611848;137714.25;1;No;159403.68;;No
15768887;0.0;2;No;95159.13;597.0;No
15599433;58641.43;1;No;198674.08;660.0;No
15693233;99812.88;2;Yes;158357.97;666.0;No
15807008;128100.28;1;No;69454.24;614.0;Yes
15682356;111852.84;2;Yes;10511.13;655.0;No
15709741;107141.27;1;Yes;193018.71;668.0;No
15644356;134032.01;1;Yes;144290.97;682.0;No
15748625;0.0;2;Yes;15304.08;;No
15699839;152606.82;1;Yes;71692.8;637.0;No
15693904;84958.6;2;No;194343.72;685.0;No
15617982;0.0;2;Yes;35989.41;661.0;No
15716236;0.0;2;Yes;10722.54;499.0;No
15741092;153360.02;1;Yes;140509.86;671.0;No
15670103;126645.13;1;Yes;168303.55;565.0;No
15752626;64082.09;1;No;109159.58;553.0;No
15788151;132187.73;2;Yes;178331.36;650.0;No
15753719;72392.41;1;Yes;77077.14;547.0;No
15658449;43134.65;1;No;77330.35;695.0;No
15786454;0.0;1;Yes;40333.94;552.0;No
15739847;146756.68;1;Yes;78268.61;850.0;No
15744105;109118.05;2;No;50911.41;768.0;No
15736413;0.0;2;Yes;164484.78;739.0;No
15797194;129674.89;2;Yes;80552.36;570.0;No
15775880;0.0;2;Yes;40320.3;554.0;No
15727467;0.0;2;Yes;141449.86;485.0;No
15603035;0.0;2;Yes;105599.65;651.0;No
15646632;0.0;2;Yes;14379.01;741.0;No
15751177;119657.53;1;Yes;145387.05;685.0;Yes
15651075;142296.13;1;No;177112.7;562.0;No
15605279;0.0;4;Yes;194700.81;792.0;Yes
15720371;0.0;1;Yes;173989.47;652.0;Yes
15643439;0.0;2;No;25482.62;537.0;No
15719265;0.0;2;Yes;170676.67;589.0;No
15790599;149363.12;2;Yes;109098.39;756.0;No
15808473;0.0;2;No;111981.19;673.0;No
15707637;0.0;1;Yes;13228.93;765.0;Yes
15759274;0.0;1;Yes;151815.76;447.0;No
15667392;123081.84;2;Yes;188657.97;652.0;No
15623944;0.0;1;Yes;1643.11;511.0;Yes
15797710;98955.87;1;No;131712.51;619.0;No
15780805;0.0;2;Yes;98621.04;585.0;Yes
15758116;64646.7;1;Yes;128019.48;666.0;Yes
15621435;160903.2;1;No;78774.36;623.0;No
15579781;138653.51;1;Yes;190803.37;;No
15813444;0.0;2;Yes;171021.44;590.0;No
15701081;0.0;1;No;61811.1;785.0;No
15662574;115137.26;1;Yes;52484.01;636.0;No
15580579;0.0;1;Yes;49594.19;490.0;Yes
15665168;105206.7;2;Yes;163558.36;681.0;No
15748116;148143.84;1;Yes;52021.39;681.0;No
15787322;0.0;1;Yes;25571.37;788.0;No
15721189;0.0;2;Yes;99792.82;666.0;No
15791053;122917.71;1;Yes;11.58;709.0;Yes
15737782;0.0;1;Yes;25858.68;562.0;No
15615091;0.0;2;Yes;92811.2;691.0;No
15754599;123311.39;2;Yes;82868.34;765.0;No
15627262;92366.72;2;Yes;120661.71;536.0;No
15683977;0.0;2;Yes;50267.69;;No
15575185;77253.22;1;No;194239.63;757.0;No
15582246;0.0;2;No;177695.67;737.0;No
15802617;115371.94;2;Yes;64139.1;697.0;No
15637678;0.0;1;Yes;155394.52;661.0;No
15664681;114321.28;2;No;15959.01;584.0;No
15784286;102145.13;1;Yes;100637.07;641.0;No
15621768;112994.65;1;No;198398.68;712.0;No
15660809;0.0;2;Yes;12409.01;850.0;No
15586931;0.0;1;Yes;95625.03;694.0;No
15692761;0.0;1;Yes;45909.87;718.0;No
15781534;121520.36;1;No;77178.42;536.0;No
15693382;0.0;1;No;164257.37;828.0;No
15723400;0.0;2;Yes;123969.64;663.0;No
15732265;0.0;2;Yes;64804.59;630.0;No
15586974;0.0;2;Yes;98894.64;656.0;No
15682928;65521.2;1;Yes;1243.97;695.0;No
15783019;123681.32;3;Yes;173586.63;794.0;Yes
15642912;125682.79;1;No;57762.0;;No
15769125;0.0;2;No;47468.56;727.0;No
15692664;90022.85;1;No;2988.28;677.0;No
15744622;116358.0;1;Yes;108798.36;822.0;No
15802362;0.0;2;No;70399.71;550.0;No
15607381;148913.72;2;Yes;53817.23;769.0;No
15644453;132670.53;1;Yes;156476.36;606.0;Yes
15647111;114440.24;1;Yes;107753.07;794.0;No
15650924;103515.39;2;Yes;177622.38;761.0;No
15802909;139603.22;1;Yes;86383.61;706.0;No
15710012;0.0;2;Yes;43018.82;738.0;Yes
15815040;103362.14;1;No;186869.58;552.0;Yes
15743411;0.0;1;Yes;22447.85;609.0;Yes
15772528;121376.15;2;Yes;54473.6;750.0;Yes
15621064;186101.18;2;Yes;76611.33;701.0;No
15586310;169462.09;1;Yes;112187.11;578.0;No
15699550;0.0;2;Yes;67502.12;695.0;No
15629078;127258.79;1;Yes;192744.23;850.0;Yes
15615140;111168.97;1;Yes;189969.91;791.0;No
15673333;96781.39;1;Yes;153373.71;698.0;No
15784161;102945.01;1;No;52861.89;583.0;No
15599195;88938.62;1;Yes;10054.53;582.0;No
15699598;0.0;2;Yes;140385.33;723.0;No
15770435;115335.32;2;Yes;53130.41;639.0;No
15597536;133618.01;1;No;135244.87;576.0;No
15720559;110368.03;1;No;11384.45;487.0;Yes
15581282;0.0;1;Yes;24176.44;651.0;No
15662151;0.0;1;No;168780.04;554.0;No
15596021;0.0;14;Yes;;;No
15583212;134022.06;1;Yes;194764.83;600.0;No
15609704;0.0;1;Yes;79304.38;608.0;Yes
15780142;100013.51;1;Yes;24275.32;632.0;No
15672754;152039.7;1;Yes;53445.17;498.0;Yes
15590828;126428.38;1;Yes;39830.1;782.0;No
15618703;150200.23;1;No;151317.27;663.0;Yes
15771997;75499.24;1;Yes;22184.14;791.0;No
15780628;0.0;2;No;41642.29;633.0;No
15660385;0.0;2;Yes;83084.33;592.0;No
15697625;163789.49;2;Yes;75832.53;791.0;No
15587690;116498.22;1;Yes;144290.25;592.0;No
15592116;0.0;2;Yes;2401.26;585.0;No
15726186;133434.57;2;Yes;97983.44;639.0;No
15568162;0.0;1;Yes;51711.57;527.0;No
15809991;130274.22;1;Yes;133535.29;756.0;No
15633574;167545.32;1;Yes;128246.81;730.0;No
15685920;101506.66;1;No;198030.24;599.0;No
15766649;89416.99;1;No;144275.39;670.0;No
15763859;0.0;2;Yes;90908.95;840.0;No
15754112;0.0;2;Yes;41967.03;653.0;No
15567778;144027.8;1;Yes;108731.02;690.0;Yes
15802741;136294.97;1;Yes;38867.46;625.0;Yes
15753895;0.0;2;No;133535.99;590.0;No
15633108;139848.17;1;Yes;164696.27;;No
15676895;74596.15;3;Yes;85746.52;547.0;Yes
15667321;0.0;2;Yes;145089.64;644.0;No
15713845;148045.68;1;Yes;175479.92;688.0;Yes
15610105;121827.43;2;Yes;99818.31;666.0;No
15592451;0.0;2;Yes;5388.3;565.0;No
15732175;0.0;1;No;8065.0;776.0;No
15806027;0.0;1;Yes;175149.2;556.0;Yes
15707559;0.0;2;Yes;195104.91;682.0;No
15701354;0.0;2;No;93826.63;699.0;No
15745794;0.0;14;Yes;;;No
15663134;0.0;2;Yes;11779.98;535.0;Yes
15584338;0.0;2;Yes;62762.12;714.0;No
15590146;81947.76;1;No;63606.22;630.0;Yes
15708236;91285.22;1;Yes;7032.95;491.0;No
15690440;0.0;2;Yes;197961.93;656.0;No
15579548;0.0;2;Yes;105152.17;735.0;No
15749638;104760.82;1;Yes;165574.54;;Yes
15785519;106192.1;1;Yes;149575.59;565.0;No
15649060;82729.47;2;Yes;60212.51;727.0;No
15672467;92510.9;2;No;66193.61;766.0;No
15631603;122889.88;1;Yes;26476.18;813.0;No
15641136;0.0;2;No;77965.44;629.0;No
15585192;136258.06;1;No;89199.51;686.0;No
15712483;0.0;2;Yes;10899.63;608.0;Yes
15583394;106259.63;14;Yes;;;No
15748327;118235.7;2;No;157137.23;724.0;No
15686436;0.0;2;Yes;167848.02;523.0;No
15711834;0.0;1;No;67997.13;650.0;Yes
15812279;115345.86;2;No;168781.8;634.0;No
15706365;102535.57;1;Yes;189543.19;648.0;No
15667216;73194.52;2;Yes;129209.09;579.0;No
15571666;134497.27;1;No;43250.54;642.0;No
15589975;97259.25;1;No;104719.66;646.0;No
15697789;122717.53;2;Yes;87000.39;647.0;No
15628936;118945.09;1;No;16064.25;692.0;Yes
15804814;0.0;2;Yes;124615.59;;No
15700714;0.0;2;Yes;141706.43;747.0;No
15612444;0.0;2;Yes;146090.38;;No
15625706;116546.59;2;No;23140.28;693.0;Yes
15574480;132862.59;1;No;158054.49;652.0;No
15672242;0.0;1;No;121232.51;712.0;No
15742971;161887.81;2;Yes;84870.23;708.0;No
15691875;114491.82;1;Yes;99689.48;850.0;No
15584704;71083.98;1;Yes;137959.0;519.0;No
15807433;0.0;2;No;11417.26;570.0;No
15592716;0.0;1;Yes;129013.59;559.0;Yes
15623744;105302.66;1;Yes;123164.97;634.0;No
15694188;56580.95;2;No;45424.13;700.0;No
15663249;133292.45;1;Yes;111175.09;575.0;No
15748639;110053.62;2;Yes;92887.06;497.0;No
15665077;0.0;3;Yes;100722.72;598.0;Yes
15643229;0.0;2;Yes;15846.42;671.0;No
15754113;0.0;2;Yes;155485.24;588.0;No
15730579;169445.4;1;Yes;186335.07;850.0;No
15802501;103564.83;2;Yes;121085.72;724.0;No
15626474;0.0;2;Yes;4802.25;686.0;No
15592583;115414.19;3;No;191734.67;731.0;Yes
15786196;105770.7;3;Yes;60533.96;555.0;Yes
15780254;0.0;1;No;183872.88;654.0;Yes
15661708;0.0;2;Yes;94170.84;508.0;No
15713637;117468.67;1;Yes;185227.42;699.0;No
15657778;84309.57;2;No;103914.4;657.0;No
15666559;197715.93;2;Yes;116124.28;608.0;No
15599301;164365.44;1;No;5698.97;538.0;No
15793307;142880.28;3;No;185541.2;724.0;Yes
15708610;100368.63;2;No;35342.33;690.0;No
15567339;0.0;1;Yes;114283.33;735.0;No
15720155;131354.39;1;No;9324.31;630.0;Yes
15774164;174673.65;2;Yes;33300.56;502.0;No
15641122;0.0;2;Yes;83473.82;684.0;No
15715622;238387.56;1;No;147964.99;583.0;Yes
15772650;136576.02;1;No;3268.17;732.0;Yes
15758031;91241.85;1;No;80682.35;760.0;No
15695474;122531.86;1;Yes;13549.24;583.0;No
15631639;95452.89;1;No;179964.55;704.0;No
15769191;132387.91;2;Yes;170360.11;509.0;No
15807909;0.0;2;Yes;113163.17;744.0;No
15800806;122449.31;2;Yes;180769.55;685.0;No
15796071;83889.03;1;Yes;153059.62;657.0;No
15701936;126315.26;1;Yes;32349.29;467.0;Yes
15647306;131240.61;1;Yes;163746.09;777.0;Yes
15585256;0.0;2;Yes;25042.1;805.0;No
15668893;0.0;2;Yes;33949.67;782.0;No
15612064;0.0;2;Yes;181945.52;474.0;Yes
15733234;0.0;1;Yes;62449.07;777.0;Yes
15681446;157098.52;1;Yes;153535.27;636.0;No
15632365;142871.27;2;No;77737.86;542.0;No
15691323;89025.88;2;Yes;188892.19;672.0;No
15571221;116313.57;1;Yes;190696.35;747.0;Yes
15578374;169312.72;1;Yes;45414.09;620.0;No
15668889;116322.27;4;Yes;35640.12;665.0;Yes
15742480;109949.05;2;No;71682.54;775.0;No
15572728;127397.34;1;Yes;151335.24;704.0;No
15706458;115730.71;3;Yes;185599.34;812.0;Yes
15725665;198546.1;2;Yes;191198.92;679.0;Yes
15594864;81523.38;1;Yes;36885.85;752.0;No
15601012;92887.06;1;Yes;39473.63;802.0;Yes
15613518;112668.7;13;No;;;No
15800083;24043.45;1;No;169781.45;559.0;Yes
15651063;127480.58;2;Yes;179634.69;524.0;No
15709016;91219.29;1;No;158845.49;687.0;Yes
15705458;116120.19;2;Yes;195638.13;550.0;No
15620936;0.0;2;Yes;13238.93;787.0;No
15718765;104533.24;1;No;81123.59;501.0;Yes
15763980;58668.02;1;Yes;78670.52;632.0;No
15631709;101675.22;2;Yes;45033.75;470.0;No
15652789;0.0;2;Yes;52990.7;657.0;No
15813862;132044.6;2;Yes;158365.89;526.0;No
15750728;0.0;1;Yes;102889.34;586.0;No
15704987;49113.75;1;Yes;41858.43;649.0;No
15810775;100549.43;2;Yes;16644.16;576.0;No
15568044;0.0;2;Yes;6123.15;508.0;No
15686718;115569.21;1;No;119782.89;802.0;No
15607526;102645.48;1;Yes;168359.98;638.0;Yes
15667460;0.0;2;Yes;24748.89;;No
15640266;104631.67;1;Yes;95551.22;621.0;No
15629338;36566.96;1;Yes;103644.98;658.0;Yes
15694456;0.0;1;Yes;11199.04;756.0;Yes
15611223;101648.5;2;Yes;172001.44;752.0;No
15697480;0.0;2;No;143086.09;731.0;No
15796179;0.0;1;Yes;96754.8;683.0;No
15739123;127552.85;2;Yes;4225.11;737.0;No
15708867;134168.5;3;Yes;3966.5;684.0;Yes
15670823;116646.76;1;Yes;44731.8;651.0;Yes
15592645;0.0;2;No;25684.93;704.0;No
15760924;100062.39;1;No;126307.25;575.0;No
15620103;167181.01;1;Yes;185156.94;660.0;No
15705403;106521.49;1;No;86587.37;617.0;No
15648069;0.0;2;Yes;190194.95;850.0;No
15734765;133800.98;1;No;150245.81;739.0;No
15574142;171932.26;2;Yes;9578.24;458.0;No
15632069;125211.55;2;Yes;144496.07;776.0;No
15701166;131754.11;2;Yes;38761.61;660.0;No
15681928;108155.49;1;Yes;105407.79;577.0;No
15722731;119556.1;1;Yes;78250.13;653.0;Yes
15630328;130796.33;2;Yes;43250.3;635.0;No
15584620;143644.16;1;Yes;22102.25;850.0;Yes
15705994;0.0;1;Yes;94544.88;712.0;No
15652674;83459.86;1;Yes;146752.67;539.0;No
15616213;138214.5;1;Yes;198715.27;555.0;Yes
15729412;107192.38;1;Yes;15669.17;682.0;No
15766667;102989.83;2;No;49185.57;717.0;No
15692132;101060.25;1;No;84699.56;717.0;No
15721303;137523.02;1;No;24761.36;;No
15588933;146053.66;1;Yes;138344.7;825.0;No
15651022;129608.57;1;Yes;5472.7;480.0;Yes
15678317;0.0;2;Yes;59563.49;603.0;No
15583026;135919.33;1;Yes;80425.65;535.0;No
15776743;0.0;2;Yes;78488.39;647.0;No
15756070;0.0;2;No;101728.46;585.0;No
15585490;0.0;1;No;65166.6;746.0;No
15811343;161591.11;3;Yes;63795.62;644.0;No
15780779;0.0;2;Yes;114093.73;583.0;No
15759805;0.0;2;Yes;59668.81;582.0;No
15787693;145874.35;1;Yes;56311.39;559.0;Yes
15595391;0.0;2;Yes;1375.46;538.0;No
15773972;137104.47;1;Yes;127166.49;614.0;Yes
15668818;200322.45;1;Yes;113244.73;;No
15719931;0.0;14;Yes;;;No
15631201;0.0;2;Yes;1801.77;472.0;No
15577806;75900.84;1;Yes;192154.66;794.0;No
15656454;83568.55;1;Yes;47046.72;654.0;No
15812850;0.0;2;Yes;85890.16;494.0;No
15624068;0.0;2;No;111906.0;779.0;No
15712813;150805.17;3;No;25333.03;520.0;Yes
15640377;0.0;2;Yes;97767.63;526.0;No
15623219;0.0;1;Yes;121189.3;;Yes
15709917;98202.76;1;No;137763.93;601.0;No
15740160;0.0;2;Yes;54706.75;616.0;No
15637829;0.0;2;No;161559.12;691.0;No
15726487;160982.89;1;Yes;168008.17;431.0;No
15694556;116563.58;1;Yes;120257.7;684.0;Yes
15639252;129548.5;2;Yes;19282.85;603.0;No
15672144;144432.04;1;Yes;73963.17;667.0;Yes
15664881;100054.77;1;Yes;109496.45;702.0;No
15602554;114519.57;2;No;79222.02;664.0;No
15798749;152063.59;2;Yes;97910.06;845.0;No
15630592;0.0;1;Yes;95273.73;516.0;Yes
15760570;0.0;2;Yes;59249.83;590.0;No
15577598;115636.05;2;Yes;70400.86;651.0;No
15664539;61172.04;1;No;82951.12;683.0;No
15732235;98848.19;1;No;42730.12;662.0;No
15693199;0.0;2;Yes;191557.1;739.0;Yes
15683483;127117.8;2;Yes;174822.74;812.0;No
15617507;0.0;2;Yes;80619.09;530.0;No
15768233;114346.3;1;No;980.93;435.0;Yes
15803654;151290.16;1;Yes;172437.12;790.0;No
15585823;128131.73;1;Yes;96131.47;627.0;No
15804038;0.0;1;No;96528.0;740.0;Yes
15661034;106059.4;1;No;187976.88;813.0;Yes
15622585;153644.39;1;Yes;63197.88;525.0;No
15796115;78119.59;4;Yes;119259.34;;Yes
15798850;0.0;2;Yes;4660.91;576.0;No
15806256;109349.29;1;Yes;88703.04;540.0;Yes
15636353;0.0;2;No;9541.15;534.0;No
15723671;100107.99;1;Yes;83949.68;661.0;No
15747677;163975.09;1;Yes;36108.5;656.0;No
15576085;0.0;2;No;143882.25;739.0;No
15598266;0.0;1;Yes;149602.54;610.0;No
15800233;0.0;2;Yes;35034.15;850.0;No
15641250;179581.31;1;Yes;23596.24;794.0;No
15608226;98903.06;1;Yes;81251.24;;No
15604345;65763.57;1;Yes;145792.01;730.0;No
15679394;38617.2;1;Yes;104876.8;651.0;No
15600992;0.0;2;Yes;151314.98;652.0;No
15631681;0.0;2;No;85523.24;807.0;No
15609913;0.0;1;Yes;113436.08;743.0;No
15729574;0.0;2;Yes;173599.38;616.0;No
15683553;0.0;2;No;116978.19;788.0;No
15713621;134318.21;2;Yes;198064.52;687.0;No
15617052;0.0;1;Yes;183021.06;782.0;Yes
15737385;0.0;2;Yes;171928.04;800.0;No
15664759;0.0;2;Yes;191545.65;675.0;No
15737521;103604.31;2;No;140947.05;619.0;No
15714397;101014.08;2;Yes;165257.31;621.0;No
15611157;87814.89;1;Yes;138578.37;709.0;No
15612109;122334.26;2;Yes;181507.44;819.0;No
15709653;0.0;2;Yes;67364.42;497.0;No
15653547;131317.48;1;Yes;119175.45;850.0;No
15598802;0.0;2;No;50839.85;;No
15727408;61688.61;2;Yes;147059.16;523.0;No
15609643;115587.49;2;No;101677.46;752.0;No
15662865;0.0;2;No;84927.42;658.0;No
15613471;90547.48;2;Yes;18800.13;579.0;No
15812607;95439.4;1;Yes;21038.58;663.0;Yes
15599860;109958.15;1;Yes;136592.24;647.0;Yes
15641688;0.0;1;No;59645.24;644.0;Yes
15631739;122109.78;1;Yes;127654.37;704.0;No
15777616;113690.83;1;Yes;33114.24;605.0;No
15673908;158414.85;1;Yes;131886.46;602.0;No
15718912;126147.84;13;No;;;Yes
15708513;90217.07;1;Yes;191350.48;446.0;No
15568849;118158.74;1;Yes;158027.57;540.0;No
15772995;116295.29;1;Yes;75285.47;529.0;No
15611699;0.0;1;Yes;126996.67;641.0;No
15675185;108128.96;2;Yes;103944.37;697.0;No
15629744;0.0;2;No;147995.96;804.0;No
15655252;79857.64;1;Yes;78088.17;758.0;No
15701809;0.0;1;Yes;3408.7;749.0;No
15777614;0.0;2;Yes;82614.89;545.0;No
15622321;0.0;1;Yes;80823.02;506.0;No
15641480;131354.25;1;Yes;125256.53;571.0;No
15727311;100885.93;2;Yes;38772.65;539.0;No
15785367;0.0;1;No;84383.22;651.0;Yes
15720814;84266.44;2;No;38614.69;670.0;No
15658258;128760.32;1;Yes;36342.79;693.0;No
15657139;84390.8;2;No;107876.2;652.0;No
15615797;108585.35;13;Yes;;;Yes
15592379;121056.63;2;Yes;39122.58;741.0;No
15603436;126615.94;2;No;123214.74;594.0;No
15689594;179539.2;1;No;112010.02;731.0;No
15757661;0.0;2;No;95985.64;589.0;No
15727915;83543.37;1;No;140134.43;507.0;No
15672053;0.0;2;No;58010.98;526.0;No
15709142;91057.37;2;Yes;132973.17;608.0;No
15788536;137430.82;2;No;176768.59;755.0;No
15615575;0.0;2;Yes;;;No
15675431;0.0;2;No;36536.93;563.0;No
15790324;167685.56;1;Yes;57929.9;660.0;No
15727251;117494.27;1;No;61977.82;642.0;No
15799910;0.0;2;Yes;193817.63;793.0;Yes
15641690;0.0;2;No;163714.92;681.0;No
15713517;102025.08;2;Yes;12351.01;529.0;No
15793311;119492.88;2;No;166896.01;765.0;Yes
15616529;0.0;1;Yes;41724.72;613.0;No
15613017;149814.54;1;Yes;31830.06;586.0;No
15775082;129776.72;2;No;143538.51;749.0;No
15667438;104016.88;1;No;22068.83;675.0;Yes
15808689;0.0;2;Yes;33082.81;850.0;No
15710316;144837.79;1;Yes;93151.77;454.0;No
15572145;0.0;2;Yes;94767.77;767.0;No
15612418;0.0;2;No;20940.76;744.0;No
15589018;106070.29;2;Yes;183893.31;719.0;No
15658067;120568.41;1;Yes;190160.04;636.0;Yes
15603741;128389.12;1;Yes;176091.31;719.0;No
15751549;77082.65;2;No;13482.28;658.0;No
15748854;91938.31;1;Yes;143481.85;723.0;No
15645571;0.0;2;No;146504.35;596.0;No
15572467;0.0;2;Yes;127543.81;506.0;No
15631333;130866.19;1;Yes;42410.21;677.0;No
15621815;165526.71;1;Yes;12328.08;803.0;No
15796480;0.0;2;No;145411.39;687.0;No
15673929;0.0;2;Yes;148305.82;543.0;No
15776733;124513.66;14;Yes;;;No
15757537;107784.65;1;Yes;141137.53;610.0;No
15706537;111396.97;1;No;191070.01;577.0;No
15689661;0.0;2;No;131827.15;663.0;No
15799217;52436.2;1;Yes;161051.75;791.0;No
15714567;0.0;2;No;166495.2;568.0;No
15807305;0.0;1;No;166650.32;;No
15748499;118400.91;1;No;13999.64;550.0;Yes
15792151;0.0;2;Yes;91086.73;;No
15598493;0.0;2;No;72143.44;656.0;No
15603914;0.0;1;Yes;20339.79;614.0;Yes
15715297;75470.23;1;Yes;52894.01;779.0;No
15643121;82453.96;2;No;18254.75;753.0;No
15707488;0.0;2;Yes;131919.48;560.0;No
15741403;171848.38;1;No;16957.45;698.0;No
15778884;154763.21;2;Yes;174800.31;;No
15740164;85227.84;1;Yes;68087.15;715.0;No
15699238;0.0;2;Yes;80204.38;618.0;No
15679587;115897.12;1;Yes;25095.03;666.0;No
15570002;118772.71;4;No;135853.62;625.0;Yes
15635240;0.0;2;No;23822.04;553.0;No
15738150;0.0;2;Yes;155492.87;591.0;No
15754577;61354.14;1;Yes;198810.65;556.0;Yes
15666200;0.0;2;Yes;119446.64;689.0;No
15773876;0.0;2;Yes;159638.77;655.0;No
15774262;83693.34;2;Yes;161083.53;597.0;No
15596710;167298.42;1;No;145381.65;640.0;No
15774402;0.0;1;No;182843.24;562.0;No
15753110;45752.78;2;Yes;79623.28;720.0;Yes
15658169;127299.34;2;Yes;124694.99;778.0;No
15589200;0.0;2;Yes;118749.58;617.0;No
15663194;110150.43;1;Yes;191757.65;582.0;Yes
15706200;138014.4;2;Yes;140298.24;637.0;No
15568449;143006.7;1;Yes;15650.89;661.0;No
15796370;155455.43;1;No;113581.85;604.0;No
15815615;141952.07;1;Yes;185144.08;681.0;No
15647402;0.0;2;Yes;48924.73;628.0;No
15672704;0.0;2;Yes;193518.76;809.0;No
15750803;127992.25;1;Yes;50457.2;693.0;No
15686588;134571.5;1;No;118313.38;777.0;No
15667971;102143.93;2;Yes;102628.98;592.0;No
15670172;107879.04;1;No;196894.62;622.0;No
15800326;0.0;2;Yes;93275.61;717.0;No
15568164;71379.53;2;Yes;154000.99;850.0;No
15742534;123802.98;2;Yes;155846.69;527.0;No
15744691;0.0;3;Yes;4733.94;755.0;No
15596060;127864.26;1;Yes;46677.9;498.0;No
